group,language,birth_date,sex,country,work_place,Creazione della Safety Vision,Costante focalizzazione sulla sicurezza,Influenzare ed ispirare gli altri,Credibilità e affidabilità,Orientamento al Team,Comunicazione efficace,Feedback e riconoscimento
126,en,1980-04-18 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,34,57,13,77,74,37,73
126,en,1974-04-16 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,49,57,57,63,66,34,67
126,en,1977-09-27 00:00:00,Maschio,GRAN BRETAGNA,Cantiere o sito operativo,23,28,50,73,60,57,83
127,it,1976-01-03 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,80,60,67,37,54,40,27
127,it,1981-01-03 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,72,30,70,40,43,63
127,it,1975-10-08 00:00:00,Maschio,ITALIA,Ufficio,6,50,50,80,40,49,40
127,it,1967-08-05 00:00:00,Maschio,ITALIA,Ufficio,77,65,87,43,51,34,37
127,it,1977-05-25 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,29,60,77,47,54,60,53
127,it,1979-09-11 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
127,it,1982-05-03 00:00:00,Maschio,ITALIA,Ufficio,31,72,50,73,60,37,43
127,it,1966-12-19 00:00:00,Maschio,ITALIA,Ufficio,40,65,43,67,69,49,40
127,it,1979-09-11 00:00:00,Femmina,ITALIA,Ufficio,14,50,17,70,74,83,60
127,it,1976-01-03 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,77,12,47,43,69,51,60
127,it,1974-04-28 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,37,48,57,57,37,69,43
127,it,1963-04-03 00:00:00,Maschio,ITALIA,Ufficio,54,57,53,60,49,26,37
127,it,1966-07-29 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,48,20,67,57,49,30
127,it,1977-06-30 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
127,it,1966-06-02 00:00:00,Femmina,ITALIA,Ufficio,11,60,73,63,43,49,57
127,it,1977-06-30 00:00:00,Maschio,ITALIA,Ufficio,66,48,47,40,60,54,70
127,it,1967-07-22 00:00:00,Maschio,ITALIA,Ufficio,69,65,53,73,34,23,63
127,it,1976-05-06 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,48,43,53,54,54,60
127,it,1986-10-29 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,35,53,53,77,86,53
127,it,1989-07-06 00:00:00,Maschio,ITALIA,Ufficio,31,48,57,70,54,49,67
127,it,1988-09-29 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,29,38,50,60,80,57,40
127,it,1985-11-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,74,55,93,47,66,46,40
127,it,1948-06-22 00:00:00,Maschio,ITALIA,Ufficio,14,0,17,0,29,29,0
127,it,1948-06-22 00:00:00,Maschio,ITALIA,Ufficio,34,72,60,53,77,69,43
127,it,1975-12-02 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,60,55,53,63,46,51,60
128,en,1984-04-03 00:00:00,Maschio,ITALIA,Ufficio,60,57,17,87,69,34,53
128,en,1965-06-13 00:00:00,Maschio,GERMANIA,Ufficio,54,75,33,53,60,66,43
128,en,1997-06-16 00:00:00,Femmina,GERMANIA,Ufficio,31,55,30,67,74,66,53
128,de,1984-12-15 00:00:00,Maschio,GERMANIA,Ufficio,83,35,67,53,37,49,47
128,en,1971-01-04 00:00:00,Femmina,GERMANIA,Ufficio,69,45,60,57,43,34,30
128,en,1974-09-23 00:00:00,Maschio,ROMANIA,Ufficio,66,55,53,33,63,34,47
128,en,1992-05-30 00:00:00,Maschio,GERMANIA,Ufficio,71,42,50,87,43,43,37
128,en,1979-02-06 00:00:00,Femmina,GERMANIA,Ufficio,23,65,67,70,46,74,47
128,en,1990-10-02 00:00:00,Maschio,GERMANIA,Ufficio,23,70,70,47,66,31,43
128,en,1965-02-16 00:00:00,Maschio,GERMANIA,Ufficio,57,40,43,60,69,34,70
128,en,1985-06-29 00:00:00,Maschio,GERMANIA,Ufficio,34,20,27,57,63,43,63
128,en,1990-05-12 00:00:00,Maschio,GERMANIA,Altro,40,80,43,70,60,54,57
128,en,1964-12-27 00:00:00,Maschio,GERMANIA,Altro,69,42,43,43,71,60,47
128,de,1983-05-28 00:00:00,Maschio,GERMANIA,Altro,31,48,53,63,49,49,53
128,de,1971-02-20 00:00:00,Maschio,GERMANIA,Ufficio,60,48,80,43,37,37,57
129,it,1980-07-10 00:00:00,Maschio,GERMANIA,Cantiere o sito operativo,0,0,0,0,0,0,0
129,it,1976-11-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,49,52,57,40,43,40,27
129,it,1980-07-10 00:00:00,Maschio,GERMANIA,Cantiere o sito operativo,57,62,27,70,60,74,57
129,it,2024-02-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,11,48,33,70,94,66,43
129,it,2000-09-24 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
129,it,2024-02-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,55,60,57,57,57,20
129,it,2000-09-24 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,66,40,53,60,54,77,27
129,it,1984-07-17 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,70,47,80,60,31,57
129,it,1973-10-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,60,45,63,57,71,43,57
129,it,1975-10-13 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,60,35,50,63,77,69,50
129,it,1959-06-22 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
129,it,1964-02-08 00:00:00,Maschio,ITALIA,Altro,51,25,43,67,34,54,33
129,it,1959-06-22 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,75,43,87,80,49,50
129,it,1982-10-14 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,40,60,77,51,57,70
129,it,1963-08-12 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,43,55,40,50,60,46,33
130,it,1988-06-30 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,40,40,53,80,26,77,43
130,it,1985-08-12 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,52,77,30,54,43,37
130,it,1979-07-27 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,69,55,30,27,54,60,63
130,it,1986-06-09 00:00:00,Maschio,ITALIA,Ufficio,60,72,67,10,49,46,57
130,it,1981-11-01 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
130,it,1975-02-03 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,49,32,47,70,37,69,63
130,it,1989-05-23 00:00:00,Femmina,ITALIA,Ufficio,37,57,30,57,60,54,67
130,it,1984-10-13 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,66,40,27,67,46,71,60
130,it,1971-10-29 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,60,38,47,53,69,69,47
130,it,1981-11-01 00:00:00,Maschio,ITALIA,Ufficio,34,72,77,47,37,69,70
130,it,1986-11-30 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
130,it,1959-09-18 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,20,65,47,53,66,46,47
130,it,1988-04-19 00:00:00,Maschio,ITALIA,Ufficio,66,40,37,60,34,40,70
130,it,1978-08-14 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,72,33,63,74,43,37
130,it,1971-10-07 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,66,55,57,7,77,26,60
130,it,2000-11-28 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
130,it,1979-11-07 00:00:00,Femmina,GRECIA,Cantiere o sito operativo,0,0,0,0,0,0,0
130,it,1971-08-31 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,78,60,47,63,49,43
130,it,1979-11-07 00:00:00,Femmina,GRECIA,Cantiere o sito operativo,40,70,27,43,83,63,40
130,it,1992-01-21 00:00:00,Femmina,ITALIA,Ufficio,51,45,60,37,74,60,37
130,it,1986-11-30 00:00:00,Femmina,ITALIA,Ufficio,37,35,17,60,60,40,53
130,it,1986-11-30 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
130,it,1986-11-30 00:00:00,Femmina,ITALIA,Ufficio,89,57,50,77,46,34,53
130,it,2000-11-28 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
130,it,2000-11-28 00:00:00,Femmina,ITALIA,Ufficio,63,57,47,67,86,43,23
131,it,1979-09-07 00:00:00,Maschio,FRANCIA,Ufficio,31,65,40,50,83,37,53
131,en,1979-09-07 00:00:00,Maschio,FRANCIA,Ufficio,29,57,57,47,91,34,53
131,en,1971-04-19 00:00:00,Maschio,FRANCIA,Ufficio,34,48,43,63,86,54,13
131,en,1978-07-30 00:00:00,Maschio,FRANCIA,Ufficio,51,52,47,40,31,69,60
131,en,1969-05-30 00:00:00,Maschio,FRANCIA,Ufficio,37,40,43,57,80,31,70
131,en,1968-04-29 00:00:00,Maschio,FRANCIA,Ufficio,31,40,43,67,63,57,37
131,fr,2000-04-18 00:00:00,Maschio,FRANCIA,Ufficio,80,50,30,57,60,29,23
131,en,1997-06-25 00:00:00,Maschio,FRANCIA,Cantiere o sito operativo,34,78,53,47,46,46,37
131,en,1983-05-21 00:00:00,Maschio,FRANCIA,Ufficio,46,55,30,53,77,31,73
131,en,1997-02-15 00:00:00,Maschio,FRANCIA,Altro,0,0,0,0,0,0,0
131,en,1997-02-15 00:00:00,Maschio,FRANCIA,Altro,29,45,27,53,89,14,50
131,fr,1978-07-18 00:00:00,Maschio,FRANCIA,Ufficio,29,60,33,57,69,34,30
131,en,1986-06-14 00:00:00,Maschio,FRANCIA,Ufficio,71,70,43,70,63,31,17
131,en,1960-02-14 00:00:00,Maschio,FRANCIA,Ufficio,23,30,57,63,94,46,50
132,it,1994-09-17 00:00:00,Femmina,REPUBBLICA CECA,Altro,51,50,47,57,9,43,77
132,it,1960-10-16 00:00:00,Maschio,ITALIA,Ufficio,40,60,57,60,17,57,50
132,it,1964-08-19 00:00:00,Maschio,ITALIA,Ufficio,14,48,43,20,37,46,70
132,it,1978-10-28 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
132,it,1979-03-02 00:00:00,Maschio,ITALIA,Ufficio,57,48,50,40,23,54,60
132,it,1975-03-09 00:00:00,Maschio,ITALIA,Ufficio,77,50,50,27,54,89,53
132,it,1981-04-28 00:00:00,Maschio,ITALIA,Ufficio,57,65,50,37,60,43,43
132,it,1974-01-23 00:00:00,Maschio,ITALIA,Ufficio,63,62,70,63,37,29,40
132,it,1963-02-20 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
132,it,1975-05-02 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,34,35,70,70,74,54,53
132,it,1975-10-01 00:00:00,Femmina,ITALIA,Ufficio,66,65,27,63,66,40,70
132,it,2024-01-25 00:00:00,Maschio,ITALIA,Ufficio,51,32,63,60,40,54,43
132,it,1978-09-28 00:00:00,Maschio,ITALIA,Ufficio,46,65,50,40,60,43,63
132,it,1970-09-06 01:00:00,Maschio,ITALIA,Ufficio,34,65,57,57,69,46,47
132,it,1976-04-04 00:00:00,Femmina,ITALIA,Ufficio,46,78,53,47,63,23,77
132,it,1981-12-06 00:00:00,Maschio,ITALIA,Ufficio,63,35,63,37,60,34,53
132,it,1964-08-19 00:00:00,Maschio,ITALIA,Ufficio,80,48,33,37,46,49,77
132,it,1976-04-02 00:00:00,Maschio,ITALIA,Ufficio,29,60,47,67,86,23,50
133,it,1986-10-07 00:00:00,Maschio,ITALIA,Ufficio,54,25,33,47,51,40,53
133,it,1977-11-12 00:00:00,Maschio,ITALIA,Ufficio,46,55,60,57,37,66,70
133,it,1967-12-19 00:00:00,Maschio,ITALIA,Ufficio,0,15,17,0,14,0,7
133,it,1980-10-03 00:00:00,Maschio,ITALIA,Ufficio,60,35,23,77,74,37,43
133,it,1973-01-17 00:00:00,Femmina,KAZAKISTAN,Ufficio,49,38,43,77,86,37,30
133,it,1978-07-06 00:00:00,Maschio,ITALIA,Ufficio,80,60,47,27,31,43,40
133,it,1973-03-05 00:00:00,Femmina,ITALIA,Ufficio,66,68,67,47,51,20,43
133,it,1971-05-19 00:00:00,Femmina,ITALIA,Ufficio,37,65,83,57,71,46,47
133,it,1984-03-26 00:00:00,Femmina,ITALIA,Ufficio,54,42,37,60,60,26,40
133,it,1975-04-17 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,69,57,53,70,63,77,43
133,it,1963-08-29 00:00:00,Maschio,ITALIA,Altro,63,72,10,50,71,63,57
133,it,1978-01-30 00:00:00,Maschio,ITALIA,Ufficio,57,57,53,57,60,60,33
133,it,1973-01-28 00:00:00,Femmina,ITALIA,Ufficio,34,45,50,53,63,54,67
133,it,1967-08-04 00:00:00,Femmina,ITALIA,Ufficio,49,62,43,77,77,14,30
133,it,1984-03-20 00:00:00,Maschio,ITALIA,Altro,31,42,60,37,66,34,63
133,it,1979-06-25 00:00:00,Maschio,ITALIA,Ufficio,66,57,27,50,37,37,43
133,it,1962-11-06 00:00:00,Femmina,ITALIA,Ufficio,51,80,50,80,49,31,57
133,it,1964-05-03 00:00:00,Maschio,ITALIA,Ufficio,74,68,60,37,34,23,47
133,it,1963-02-11 00:00:00,Femmina,ITALIA,Ufficio,43,45,33,77,60,49,60
133,it,1970-06-04 01:00:00,Femmina,ITALIA,Ufficio,49,55,67,87,51,43,37
133,it,1988-04-21 00:00:00,Maschio,ITALIA,Ufficio,40,57,27,70,69,54,53
133,it,1962-12-09 00:00:00,Femmina,ITALIA,Ufficio,60,55,67,53,80,14,40
133,it,1981-08-13 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
133,it,1958-02-25 00:00:00,Maschio,ITALIA,Ufficio,37,45,40,50,60,43,50
133,it,1962-11-09 00:00:00,Maschio,ITALIA,Altro,80,72,70,60,46,23,37
133,it,1968-03-03 00:00:00,Maschio,ITALIA,Ufficio,54,70,57,53,43,40,70
133,it,2023-03-20 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
133,it,1967-12-19 00:00:00,Maschio,ITALIA,Ufficio,54,45,53,77,23,46,47
133,it,1968-03-01 00:00:00,Femmina,ITALIA,Ufficio,60,65,63,63,66,37,63
133,it,1969-05-14 00:00:00,Femmina,ITALIA,Ufficio,17,52,70,63,66,49,37
133,it,1981-06-15 00:00:00,Maschio,ITALIA,Ufficio,49,70,53,70,54,37,40
133,it,1981-08-13 00:00:00,Maschio,ITALIA,Ufficio,63,70,57,47,37,20,63
133,it,1957-07-02 00:00:00,Maschio,ITALIA,Ufficio,63,65,43,60,49,23,57
133,it,1963-02-03 00:00:00,Maschio,ITALIA,Ufficio,54,40,40,67,69,46,40
133,it,1961-07-02 00:00:00,Femmina,ITALIA,Ufficio,63,50,10,70,74,63,43
133,it,1975-09-27 00:00:00,Maschio,ITALIA,Ufficio,83,70,60,47,29,40,70
133,it,1978-10-23 00:00:00,Maschio,ITALIA,Ufficio,80,85,27,53,63,31,27
133,it,1970-05-22 00:00:00,Maschio,ITALIA,Ufficio,14,8,10,17,34,29,37
133,it,1974-06-11 00:00:00,Femmina,ITALIA,Ufficio,31,45,50,60,74,51,63
133,it,1974-06-17 00:00:00,Maschio,ITALIA,Ufficio,37,50,43,47,77,54,57
133,it,1963-01-02 00:00:00,Maschio,ITALIA,Ufficio,74,30,43,67,74,37,57
133,it,1960-09-07 00:00:00,Maschio,ITALIA,Ufficio,17,42,57,63,69,26,57
133,it,1971-10-11 00:00:00,Maschio,ITALIA,Ufficio,49,52,57,43,37,40,50
133,it,1972-08-08 00:00:00,Femmina,ITALIA,Ufficio,23,57,43,73,63,17,33
133,it,1978-09-06 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
133,it,1976-04-27 00:00:00,Maschio,ITALIA,Ufficio,46,78,53,67,43,51,60
133,it,1986-07-03 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
133,it,1992-01-11 00:00:00,Maschio,ITALIA,Ufficio,23,38,27,63,89,54,33
133,it,1975-01-10 00:00:00,Maschio,ITALIA,Ufficio,43,25,50,80,43,40,60
133,it,1984-03-24 00:00:00,Femmina,ITALIA,Ufficio,77,52,57,60,69,40,53
133,it,1977-11-06 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,9,11,13
133,it,1981-09-06 00:00:00,Maschio,ITALIA,Ufficio,74,65,50,47,63,34,53
133,it,1956-10-31 00:00:00,Maschio,ITALIA,Ufficio,54,62,53,50,80,60,47
133,it,1983-02-11 00:00:00,Maschio,ITALIA,Ufficio,46,55,33,53,86,51,57
133,it,1977-03-20 00:00:00,Maschio,ITALIA,Ufficio,40,65,67,63,54,40,53
133,it,1964-04-19 00:00:00,Maschio,ITALIA,Ufficio,69,55,33,50,63,20,63
133,it,1963-02-10 00:00:00,Femmina,ITALIA,Ufficio,74,82,30,93,60,40,40
133,it,1984-08-05 00:00:00,Maschio,ITALIA,Ufficio,40,65,40,80,63,49,40
133,it,1986-07-03 00:00:00,Femmina,ITALIA,Ufficio,37,48,30,60,57,57,50
133,it,1970-05-22 00:00:00,Maschio,ITALIA,Ufficio,69,42,37,77,57,46,30
133,it,1987-05-12 00:00:00,Maschio,ITALIA,Ufficio,43,40,60,50,17,74,53
133,it,1977-11-06 00:00:00,Femmina,ITALIA,Ufficio,51,65,33,77,86,43,70
133,it,1973-08-12 00:00:00,Femmina,ITALIA,Ufficio,66,22,77,67,54,43,43
133,it,1972-07-08 00:00:00,Femmina,ITALIA,Ufficio,74,45,60,57,23,63,70
133,it,1981-09-08 00:00:00,Maschio,ITALIA,Ufficio,49,42,30,67,46,37,67
133,it,1978-09-06 00:00:00,Femmina,ITALIA,Ufficio,40,57,60,33,71,40,63
133,it,1987-01-03 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,68,47,60,40,54,53
133,it,1976-07-03 00:00:00,Maschio,ITALIA,Ufficio,46,80,47,63,23,31,77
134,en,1970-09-12 01:00:00,Femmina,ITALIA,Ufficio,17,75,70,50,37,54,73
134,en,1978-05-10 00:00:00,Maschio,ITALIA,Altro,100,52,47,20,63,46,53
134,it,1975-10-29 00:00:00,Femmina,ITALIA,Ufficio,46,48,17,17,51,43,47
134,it,1990-11-21 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,40,60,43,50,80,74,60
134,it,1973-07-06 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
134,en,1979-07-27 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,63,45,53,60,63,46,27
134,it,1971-02-14 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,35,33,50,86,46,70
134,it,1986-12-07 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
134,en,1977-03-24 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,57,60,37,43,46,40,67
134,en,1977-10-19 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,31,55,67,70,49,63,60
134,en,1969-06-29 00:00:00,Maschio,ITALIA,Ufficio,34,42,67,57,40,29,70
134,en,2024-01-30 00:00:00,Maschio,ITALIA,Altro,0,0,0,0,0,0,0
134,it,1986-12-07 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,52,43,50,63,69,63
134,it,1972-06-25 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,40,62,50,80,49,34,60
134,it,1973-07-06 00:00:00,Maschio,ITALIA,Ufficio,23,30,40,67,51,46,47
134,it,1975-10-29 00:00:00,Femmina,ITALIA,Ufficio,51,72,30,43,46,46,80
134,it,1971-08-25 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,68,37,53,51,46,53
134,it,1976-01-03 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,49,50,37,67,46,69,80
134,en,1985-01-27 00:00:00,Maschio,ROMANIA,Altro,80,52,57,27,80,60,47
134,it,1976-05-07 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,70,43,63,74,31,57
134,it,1980-06-24 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,46,52,37,50,74,40,47
135,it,1968-09-07 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
135,it,1981-03-27 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
135,it,1981-03-27 00:00:00,Femmina,ITALIA,Ufficio,34,42,23,97,46,91,30
135,it,1979-05-19 00:00:00,Femmina,ITALIA,Ufficio,34,35,53,70,77,66,40
135,it,1987-10-30 00:00:00,Femmina,ITALIA,Ufficio,80,30,33,77,69,49,47
135,it,1995-01-22 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,14,52,70,47,57,63,53
135,it,1994-09-15 00:00:00,Maschio,ALBANIA,Cantiere o sito operativo,0,0,0,0,0,0,0
135,it,1994-09-15 00:00:00,Maschio,ALBANIA,Cantiere o sito operativo,54,75,27,53,69,69,37
135,it,1975-07-25 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
135,it,1981-10-18 00:00:00,Maschio,,,0,0,0,0,0,0,0
135,it,1968-09-07 00:00:00,Femmina,ITALIA,Ufficio,66,20,47,70,43,54,60
135,it,1965-06-08 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,49,40,67,40,66,51,40
135,it,1975-07-25 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,48,70,37,80,60,40
135,it,1981-10-18 00:00:00,Maschio,SERBIA E MONTENEGRO,Cantiere o sito operativo,51,52,47,47,37,69,70
135,it,1998-03-23 00:00:00,Maschio,SLOVENIA,Cantiere o sito operativo,46,52,20,87,71,57,60
135,it,1978-07-09 00:00:00,Maschio,ITALIA,Altro,49,48,60,33,80,69,37
135,it,2002-05-20 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,42,50,53,54,77,53
135,it,1992-06-22 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,35,17,80,80,83,43
135,it,2002-02-26 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,37,60,33,37,54,29,53
135,it,1993-03-01 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,45,27,87,83,51,57
136,it,1966-07-06 00:00:00,Maschio,ITALIA,Altro,51,35,60,63,86,66,47
136,it,1994-04-09 00:00:00,Femmina,ITALIA,Ufficio,69,38,40,80,54,43,27
136,it,1992-04-13 00:00:00,Maschio,ITALIA,Ufficio,89,28,87,37,57,69,30
136,it,1997-05-05 00:00:00,Femmina,ITALIA,Ufficio,74,48,30,73,51,34,67
136,it,1989-06-10 00:00:00,Maschio,ITALIA,Ufficio,37,42,67,47,51,23,83
136,it,1961-03-04 00:00:00,Maschio,ITALIA,Ufficio,46,48,63,37,71,57,37
136,it,1986-03-24 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,68,40,47,74,37,27
136,it,1969-11-28 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
136,it,1967-10-06 00:00:00,Maschio,ITALIA,Ufficio,80,65,67,33,54,40,50
136,it,1980-03-11 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,38,50,67,63,40,27
136,it,1973-08-30 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,34,82,60,53,54,57,7
136,it,1966-05-12 00:00:00,Maschio,ITALIA,Ufficio,51,45,70,37,80,57,37
136,it,1973-10-18 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
136,it,1966-12-27 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
136,it,2024-01-23 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,60,50,63,66,51,53
136,it,1969-02-24 00:00:00,Maschio,ITALIA,Altro,6,48,47,80,71,43,50
136,it,1982-02-14 00:00:00,Maschio,ITALIA,Ufficio,34,60,33,53,31,43,67
136,it,1980-09-25 00:00:00,Maschio,ITALIA,Ufficio,74,32,43,63,63,34,57
136,it,1984-07-18 00:00:00,Maschio,ITALIA,Ufficio,20,50,50,63,77,57,63
136,it,1972-07-03 00:00:00,Maschio,ITALIA,Altro,0,0,0,0,0,0,0
136,it,1973-10-18 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,54,55,67,37,80,49,40
136,it,1981-03-06 00:00:00,Femmina,ITALIA,Altro,54,50,57,47,54,31,60
136,it,1966-01-02 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,60,63,50,37,46,57
136,it,1980-10-13 00:00:00,Maschio,ITALIA,Altro,29,42,47,50,37,66,57
136,it,1966-12-27 00:00:00,Maschio,ITALIA,Ufficio,40,68,43,57,57,74,47
136,it,1983-07-29 00:00:00,Maschio,ITALIA,Ufficio,40,35,63,73,37,43,40
136,it,1980-10-28 00:00:00,Maschio,ITALIA,Ufficio,34,45,77,53,51,37,23
136,it,1971-06-16 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
136,it,1971-06-16 00:00:00,Maschio,ITALIA,Ufficio,46,35,37,17,71,46,40
136,it,1973-10-18 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,20,78,53,30,71,54,20
136,it,1983-05-16 00:00:00,Maschio,ITALIA,Ufficio,37,80,33,43,54,43,77
136,it,1983-09-20 00:00:00,Maschio,ITALIA,Altro,17,57,23,73,91,43,50
136,it,1984-08-05 00:00:00,Maschio,ITALIA,Ufficio,46,25,43,60,11,63,37
136,it,1991-07-21 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
136,it,1980-02-09 00:00:00,Maschio,ITALIA,Altro,46,48,40,67,49,31,60
136,it,1973-02-10 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,52,77,67,29,14,53
136,it,1991-07-21 00:00:00,Femmina,ITALIA,Ufficio,80,30,33,77,51,66,57
136,it,1969-11-28 00:00:00,Maschio,ITALIA,Ufficio,60,60,33,40,69,37,70
136,it,1972-08-17 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
136,it,1976-10-11 00:00:00,Maschio,ITALIA,Altro,74,35,73,60,54,37,27
136,it,1971-06-16 00:00:00,Maschio,ITALIA,Ufficio,74,38,47,63,46,34,63
136,it,1972-08-17 00:00:00,Maschio,ITALIA,Ufficio,46,48,47,73,63,34,53
136,it,1977-08-15 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,26,57,40,60,63,54,67
136,it,1991-11-24 00:00:00,Femmina,ITALIA,Ufficio,57,45,30,67,63,40,40
136,it,1982-02-17 00:00:00,Maschio,ITALIA,Altro,31,32,33,47,66,49,37
136,it,1979-08-15 00:00:00,Maschio,ITALIA,Ufficio,31,57,60,43,57,49,37
136,it,1975-03-02 00:00:00,Maschio,ITALIA,Altro,0,0,0,0,0,0,0
136,it,1980-10-30 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,45,67,37,77,57,40
136,it,1975-03-02 00:00:00,Maschio,ITALIA,Ufficio,49,30,50,63,46,60,67
136,it,1975-03-02 00:00:00,Maschio,ITALIA,Altro,37,65,67,53,66,57,10
136,it,1972-07-03 00:00:00,Maschio,ITALIA,Altro,43,57,23,67,60,49,43
136,it,1976-09-20 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,51,38,43,60,74,46,47
136,it,1975-12-29 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,66,82,30,63,83,26,53
137,it,1977-04-20 00:00:00,Femmina,ITALIA,Ufficio,14,8,27,27,37,29,17
137,it,1977-01-19 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
